Filtro;Pregunta;Agente1;Agente2;Agente3;Region;Grupo de edad;Sexo;"De acuerdo y totalmente de acuerdo con que ""Los hombres son la cabeza del hogar""";"De acuerdo y totalmente de acuerdo con que ""Cuando las mujeres dicen No, quieren decir Sí""";"De acuerdo y totalmente de acuerdo con que ""Los problemas familiares sólo deben discutirse con miembros de la familia.""";"De acuerdo y totalmente de acuerdo con que: ""La ropa sucia se lava en casa""";"De acuerdo y totalmente de acuerdo con que: ""Prefiero un hijo/a delincuente que gay/homosexual.""";"De acuerdo y totalmente de acuerdo con: ""El papel más importante de las mujeres es cuidar su casa y cocinar para su familia.""";"De acuerdo y totalmente de acuerdo con que: ""Algunas veces se justifica golpear a las mujeres.""";"De acuerdoy totalmente de acuerdo: ""Los hombres siempre están listos para tener sexo"" ";"De acuerdo y totalmente de acuerdo "" Yo nunca tendría un amigo gay"" ";"De acuerdo y totalmente de acuerdo: ""Para ser hombre es preciso ser aguerrido y valiente"" ";"De acuerdo y totalmente de acuerdo: ""Las mujeres que cargan condones son fáciles"" ";"De acuerdo y totalmente de acuerdo: ""No me gusta cuando veo a un hombre con actitudes femeninas""";"De acuerdo y totalmente de acuerdo: ""Un hombre que es hombre solo se acuesta con mujeres"" ";Al menos una vez:  Usted fue o ha sido castigado/a o agredido/a físicamente por parte de alguno de sus padres.;Considera que se justifica que el padre no esté presente en la vida de sus hijos/as, cuando no quiere tener ese hijo/a;Considera que se justifica que el padre no esté presente en la vida de sus hijos/as, cuando no tiene plata con que mantenerlo/a;Considera que se justifica que el padre no esté presente en la vida de sus hijos/as, cuando está muy jóven ;Considera que se justifica que el padre no esté presente en la vida de sus hijos/as, cuando la mujer se embaraza sin consultarle;Considera que se justifica que el padre no esté presente en la vida de sus hijos/as, cuando no sabe si el hijo/a es suyo;De acuerdo y totalmente de acuerdo: Cuando los hombres están bravos es mejor no provocarlos;"De acuerdo y totalmente de acuerdo: ""A veces está bien que los hombres golpeen a sus parejas"" ";"De acuerdo y totalmente de acuerdo: ""Una buena esposa obedece a su esposo aunque no esté de acuerdo"" ";"De acuerdo y totalmente de acuerdo: ""Si un hombre maltrata a su esposa, otras personas ajenas a la familia deben intervenir.""";"De acuerdo y totalmente de acuerdo: ""Las mujeres que siguen con sus parejas después de ser golpeadas es porque les gusta.""";Si ve a un hombre golpeando a una mujer - interviene durante el episodio;Si ve a un hombre golpeando a una mujer - Habla con él después del episodio ;Si ve a un hombre golpeando a una mujer - Hace de cuenta que no es con usted ;Si ve a un hombre golpeando a una mujer - Llama a la policía ;Si ve a un hombre golpeando a una mujer - No hace nada, es problema de él ;Si ve a un hombre golpeando a una mujer - Mueve a sus vecinos para hacer algo ;En su relación de pareja, trata de evitar que ella se vea con las amigas ;En su relación de pareja, trata de evitar el contacto de su pareja con su familia ;En su relación de pareja, insiste en saber donde está ella todo el tiempo ;En su relación de pareja, usted la ignora o la trata con indiferencia ;En su relación de pareja, se pone bravo si ella habla con otra persona ;En su relación de pareja sospecha, que ella le es infiel ;En su relación de pareja, espera que ella le pida permiso para ir al médico ;En su rleación de pareja, espera que le pida permiso sobre su vestuario, maquillaje o cambio de peinado;"De acuerdo y totalmente de acuerdo: ""Las mujeres que se visten de manera provocativa se exponen a que las violen"" ";"De acuerdo y totalmente de acuerdo con que: ""Cuando una mujer es violada, generalmente es porque ella se puso en esta situación"" ";Si pudiera, tendría un arma de fuego para protección ;Me daría vergüenza sair corriendo de una pelea ;Estar cerca de un homosexual me incomoda;Frente a una situación de violencia acudió a una persona familiar;Frente a una situación de violencia acudió a un amigo o amiga;Frente a una situación de violencia acudió a un cura;Frente a una situación de violencia acudió a un profesor o profesora;Frente a una situación de violencia acudió a un centro de salud;Frente a una situación de violencia acudió a la policía;Frente a una situación de violencia acudió a la defensoría del pueblo;Frente a una situación de violencia acudió a la Alcaldía;Frente a una situación de violencia acudió a la personería;Frente a una situación de violencia acudió al ICBF;Frente a una situación de violencia acudió a la casa de justicia ;Frente a una situación de violencia acudió a la casa de víctimas ;Frente a una situación de violencia acudió a la Comisaría de Familia;Frente a una situación de violencia acudió a la Fiscalía ;Frente a una situación de violencia acudió a la Gobernación;Frente a una situación de violencia acudió a un psicológo o psicológa;Frente a una situación de violencia acudió a otra persona ;De quienes acudieron a una institución, le recibieron la denuncia;De quienes acudieron a una institución, le explicaron el procedimiento legal;De quienes acudieron a una institución, le dijeron cuáles eran sus derechos;De quienes acudieron a una institución, le ordenaron o le hicieron exámenes médicos ;De quienes acudieron a una institución, la remitieron a atención psicosocial ;De quienes acudieron a una institución, le dieron protección ;De quienes acudieron a una institución, consideran que, no le pusieron atención a su caso;De quienes acudieron a una institución, consideran que, nadie sabia como ayudarla;De quienes acudieron a una institución, consideran que, la hicieron sentir mal ;De quienes acudieron a una institución, consideran que, le dijeron que era culpa suya ;De quienes acudieron a una institución, consideran que, le pidieron que llevara pruebas que no tenía ;De quienes acudieron a una institución, consideran que, la hicieron ir muchas veces sin resolverle nada ;De quienes acudieron a una institución, consideran que, la hicieron conciliar con el agresor;Ha sufrido formas de violencia física ;Ha sufrido formas de violencia sexual ;Ha sufrido formas de violencia psicológica;Su pareja le controla como usa su dinero, como forma de violencia económica ;Ha sufrido alguna de las formas de violencia de género ;Se justifica usar la violencia cuando una propiedad está en riesgo ;Se justifica usar la violencia cuando está en riesgo un ser querido;Se justifica usar la violencia cuando encuentra a su pareja con otra persona ;Se justifica usar la violencia cuando está en riesgo la patria ;Se justifica usar la violencia cuando está en riesgo la hombría ;Se justifica usar la violencia cuando está en riesgo su honor ;Se justifica usar la violencia cuando está en riesgo el honor de la familia ;Se justifica usar la violencia cuando le provocan ;Consideran que se justifica el uso de la violencia
;;32.7;20.7;46.6;CATATUMBO;50 a 54 años;MUJER;69,04%;4,36%;84,18%;85,54%;4,62%;88,97%;0,00%;87,55%;9,85%;18,46%;10,55%;34,69%;77,27%;9,70%;18,33%;12,37%;4,48%;4,36%;35,40%;75,93%;4,39%;42,18%;30,24%;28,88%;7,36%;21,19%;64,10%;86,26%;43,40%;36,93%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;11,35%;0,00%;11,41%;11,12%;16,73%;65,52%;0,00%;0,00%;0,00%;0,00%;48,15%;19,16%;0,00%;6,58%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;62,25%;62,25%;62,25%;8,90%;13,45%;53,35%;39,89%;25,93%;46,65%;0,00%;0,00%;48,80%;0,00%;9,92%;0,00%;11,07%;0,57%;20,42%;9,56%;29,69%;20,33%;10,03%;9,59%;28,67%;32,16%;30,09%;43,19%
;;32.7;20.7;46.6;CATATUMBO;55 a 59 años;MUJER;49,39%;24,92%;49,10%;76,38%;1,02%;87,39%;26,97%;55,94%;20,87%;10,96%;20,73%;32,95%;85,70%;20,73%;49,91%;49,10%;48,30%;48,30%;64,90%;61,54%;0,00%;58,71%;48,07%;59,06%;31,26%;25,62%;86,34%;45,85%;76,74%;18,82%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;42,70%;0,00%;0,81%;27,47%;1,02%;100,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;;;;;;;;;;;;;1,42%;2,23%;3,57%;2,23%;4,38%;64,76%;42,36%;37,93%;37,93%;39,99%;40,69%;44,43%;37,93%;71,15%
Entorno institucional habilitante para política publica para las mujeres;Nivel de jerarquía del nuevo mecanismo;41.7;20.5;37.9;CHOCO;14 a 19 años;HOMBRE;89,44%;62,02%;98,91%;95,06%;62,44%;82,03%;12,64%;38,63%;33,18%;15,80%;5,64%;75,09%;94,67%;59,38%;15,68%;13,64%;40,57%;22,28%;42,84%;93,57%;9,22%;68,64%;95,11%;67,83%;88,96%;36,41%;63,57%;87,61%;11,12%;85,54%;5,55%;3,20%;24,89%;3,20%;10,54%;16,60%;0,00%;4,42%;21,99%;0,00%;75,16%;81,79%;68,43%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;64,67%;68,59%;10,31%;83,96%;71,40%;23,15%;71,16%;67,92%;95,04%
Entorno institucional habilitante para política publica para las mujeres;Mecanismo de dialogo formal género (MDF) - existencia;41.7;20.5;37.9;CHOCO;20 a 24 años;HOMBRE;20,02%;26,32%;73,32%;69,57%;33,58%;77,18%;7,06%;55,56%;32,36%;60,57%;17,14%;33,69%;88,77%;29,99%;51,29%;33,39%;12,37%;11,97%;46,21%;83,69%;29,56%;36,58%;73,48%;43,22%;79,98%;54,81%;45,60%;41,41%;57,60%;58,47%;27,83%;27,83%;45,22%;25,42%;3,07%;3,72%;5,75%;0,00%;16,98%;0,00%;62,38%;51,11%;5,49%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;50,55%;65,42%;22,39%;49,84%;29,21%;54,59%;62,70%;36,45%;87,73%
Entorno institucional habilitante para política publica para las mujeres;Mecanismo de dialogo formal género (MDF) - Nombre;41.7;20.5;37.9;CHOCO;25 a 29 años;HOMBRE;21,73%;5,13%;68,59%;67,58%;7,83%;13,69%;1,56%;66,85%;7,92%;49,20%;82,43%;15,18%;97,34%;45,25%;47,33%;55,73%;50,06%;9,79%;59,74%;60,42%;2,14%;14,72%;59,77%;5,63%;91,36%;24,40%;40,41%;92,51%;80,64%;91,12%;8,59%;0,39%;8,87%;8,98%;7,70%;8,68%;2,06%;0,20%;10,93%;0,00%;15,05%;35,96%;6,21%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;9,69%;61,53%;7,21%;56,41%;4,78%;16,29%;64,11%;21,27%;65,93%
Entorno institucional habilitante para política publica para las mujeres;Mecanismo de di�logo formal de género (estado);41.7;20.5;37.9;CHOCO;30 a 34 años;HOMBRE;66,16%;40,49%;81,81%;91,70%;5,54%;49,63%;1,10%;74,06%;44,09%;58,31%;4,77%;46,18%;89,64%;13,87%;46,95%;41,45%;41,45%;41,45%;51,15%;68,30%;3,06%;24,54%;68,87%;15,14%;54,46%;64,81%;15,56%;60,70%;41,65%;80,60%;4,67%;8,31%;20,17%;3,94%;9,63%;7,30%;8,31%;20,83%;11,64%;0,00%;4,63%;37,87%;1,02%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;5,69%;25,35%;8,16%;13,44%;6,65%;22,54%;45,69%;3,59%;51,54%
Entorno institucional habilitante para política publica para los sectores LGBTI;Región PDET;41.7;20.5;37.9;CHOCO;35 a 39 años;HOMBRE;55,79%;60,78%;88,88%;85,77%;16,65%;69,67%;35,19%;96,41%;16,58%;81,77%;43,60%;82,30%;85,09%;56,51%;31,51%;62,39%;69,50%;24,41%;55,26%;38,30%;0,00%;29,97%;93,43%;65,34%;89,28%;86,68%;29,40%;69,50%;69,12%;83,42%;57,76%;0,00%;23,07%;0,00%;51,86%;59,07%;0,00%;9,97%;43,15%;0,00%;29,26%;57,36%;22,15%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;18,15%;67,34%;21,47%;7,07%;9,31%;18,82%;57,34%;36,36%;76,23%
Entorno institucional habilitante para política publica para los sectores LGBTI;Departamento;41.7;20.5;37.9;CHOCO;40 a 44 años;HOMBRE;34,09%;22,21%;88,38%;96,83%;5,61%;38,65%;0,70%;75,39%;29,01%;19,66%;17,35%;28,40%;85,21%;8,57%;10,53%;7,36%;7,36%;7,36%;8,06%;61,34%;0,00%;27,19%;45,60%;3,87%;39,58%;60,91%;15,33%;60,26%;22,26%;68,37%;0,00%;3,31%;11,75%;0,00%;0,00%;3,31%;3,31%;0,00%;16,60%;0,00%;21,04%;43,57%;24,15%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;8,16%;73,05%;16,17%;22,94%;4,91%;25,25%;41,54%;10,63%;86,62%
Entorno institucional habilitante para política publica para los sectores LGBTI;MUNICIPIO;41.7;20.5;37.9;CHOCO;45 a 49 años;HOMBRE;95,98%;1,94%;97,76%;97,74%;87,84%;90,50%;0,64%;95,66%;7,50%;5,70%;88,11%;99,04%;95,08%;2,39%;90,53%;90,34%;89,04%;89,86%;89,04%;92,82%;0,00%;92,98%;92,42%;89,54%;98,70%;98,70%;4,01%;13,20%;90,31%;100,00%;0,64%;0,00%;3,06%;2,26%;0,32%;0,32%;1,12%;0,00%;89,38%;0,00%;0,48%;3,86%;93,03%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;1,30%;2,90%;3,54%;2,42%;1,62%;2,26%;2,42%;2,58%;4,01%
Entorno institucional habilitante para política publica para los sectores LGBTI;�Se incluyen datos cualitativos sobre la situación de los sectores sociales LGBT? ;41.7;20.5;37.9;CHOCO;50 a 54 años;HOMBRE;95,73%;1,36%;99,26%;95,97%;5,31%;94,58%;1,11%;95,81%;98,60%;93,83%;91,53%;91,53%;99,75%;91,16%;4,94%;7,07%;7,07%;7,44%;8,59%;5,01%;91,91%;5,68%;95,60%;98,60%;99,26%;100,00%;94,45%;99,26%;98,48%;99,26%;0,00%;1,16%;94,66%;5,34%;0,00%;0,00%;93,47%;93,47%;2,27%;0,00%;1,86%;3,45%;2,27%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;0,74%;4,44%;0,74%;4,44%;3,04%;3,29%;3,29%;3,04%;4,44%
Entorno institucional habilitante para política publica para los sectores LGBTI;�Se incluyen datos cuantitativos sobre la situación de los sectores sociales LGBT? ;41.7;20.5;37.9;CHOCO;55 a 59 años;HOMBRE;83,42%;7,07%;21,22%;24,88%;3,29%;87,08%;0,00%;7,07%;8,99%;8,81%;77,45%;10,50%;96,34%;0,00%;9,69%;9,69%;84,81%;85,22%;4,11%;15,86%;0,00%;91,94%;16,48%;12,20%;92,87%;98,08%;78,35%;22,00%;16,76%;100,00%;0,00%;0,00%;8,62%;5,70%;0,00%;0,00%;23,20%;5,70%;86,30%;0,00%;7,22%;80,27%;84,17%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;12,71%;94,85%;81,93%;13,53%;84,99%;9,87%;88,65%;81,93%;95,26%
Entorno institucional habilitante para política publica para los sectores LGBTI;�Se  mencionan las personas de los Sectores Sociales LGBTI como participantes en la formulación del plan ? ;41.7;20.5;37.9;CHOCO;14 a 19 años;MUJER;85,12%;12,28%;98,90%;97,79%;1,42%;83,20%;0,61%;58,37%;1,59%;33,41%;0,26%;23,84%;50,48%;22,81%;50,72%;25,99%;16,75%;26,65%;85,72%;60,18%;1,42%;18,42%;73,16%;34,00%;40,77%;31,21%;44,68%;67,64%;42,49%;67,04%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;22,57%;0,00%;50,19%;55,09%;32,91%;100,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;;;;;;;;;;;;;26,13%;0,00%;28,43%;15,40%;38,75%;26,57%;83,50%;59,93%;28,29%;36,97%;81,98%;81,31%;48,43%;83,93%
Entorno institucional habilitante para política publica para los sectores LGBTI;�Se planea formulación de política?;41.7;20.5;37.9;CHOCO;20 a 24 años;MUJER;37,17%;4,58%;96,09%;87,15%;11,81%;50,95%;2,55%;64,85%;37,95%;15,99%;4,52%;61,22%;77,55%;27,86%;36,14%;54,29%;44,57%;24,23%;45,95%;54,34%;0,31%;24,11%;69,69%;61,32%;49,64%;50,79%;38,76%;84,67%;44,70%;83,39%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;13,10%;0,00%;15,39%;24,75%;2,18%;30,89%;66,56%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;5,14%;100,00%;100,00%;100,00%;70,55%;51,53%;82,29%;51,29%;100,00%;0,00%;0,00%;0,00%;0,00%;51,29%;7,63%;4,24%;7,59%;0,00%;10,72%;23,89%;37,94%;42,32%;27,27%;14,54%;64,00%;48,09%;54,92%;69,07%
Entorno institucional habilitante para política publica para los sectores LGBTI;�Se plantea implementación de política?;41.7;20.5;37.9;CHOCO;25 a 29 años;MUJER;73,48%;18,79%;98,38%;98,43%;25,05%;61,63%;0,43%;79,81%;34,69%;55,43%;33,84%;34,89%;94,53%;9,12%;2,09%;1,67%;1,58%;2,73%;43,79%;94,65%;0,00%;35,99%;79,25%;19,33%;22,81%;23,56%;36,01%;58,30%;37,26%;46,65%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;18,76%;0,00%;22,18%;55,03%;1,28%;5,42%;94,58%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;100,00%;100,00%;100,00%;0,00%;0,00%;0,00%;0,00%;100,00%;100,00%;100,00%;100,00%;100,00%;0,00%;3,39%;2,18%;38,45%;1,90%;39,15%;18,29%;23,70%;22,07%;3,09%;0,76%;36,61%;20,68%;52,22%;58,74%
;;41.7;20.5;37.9;CHOCO;30 a 34 años;MUJER;59,26%;45,50%;97,70%;96,88%;32,07%;56,24%;0,00%;47,31%;53,60%;67,57%;2,53%;35,42%;48,59%;38,54%;54,24%;53,92%;76,95%;54,90%;59,21%;92,85%;0,00%;53,83%;74,89%;31,50%;52,14%;52,72%;91,08%;83,03%;93,13%;56,88%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;56,53%;0,00%;14,65%;26,79%;22,80%;93,07%;3,62%;0,00%;0,00%;0,00%;2,92%;0,38%;0,00%;0,00%;0,00%;0,00%;0,57%;0,00%;0,00%;0,00%;0,00%;0,38%;25,66%;21,73%;25,66%;7,87%;3,93%;11,85%;21,73%;15,78%;78,27%;74,34%;5,90%;78,27%;13,81%;19,38%;5,22%;42,52%;1,93%;42,52%;30,55%;59,50%;3,28%;54,77%;1,23%;56,46%;58,36%;55,07%;60,82%
;;41.7;20.5;37.9;CHOCO;35 a 39 años;MUJER;14,40%;18,69%;56,06%;99,60%;0,37%;51,87%;0,00%;52,72%;36,91%;19,83%;0,47%;9,40%;61,21%;10,27%;5,56%;5,06%;19,15%;6,48%;52,85%;12,43%;0,00%;28,57%;47,83%;3,01%;4,13%;6,69%;58,07%;70,42%;27,39%;80,04%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;4,66%;0,00%;69,90%;17,93%;0,72%;99,51%;2,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,52%;100,00%;68,63%;68,63%;41,82%;26,81%;58,18%;68,63%;41,82%;31,37%;0,00%;0,00%;31,37%;41,82%;35,27%;0,00%;77,05%;0,00%;79,70%;1,23%;20,15%;2,70%;20,08%;4,92%;40,26%;55,34%;19,22%;60,88%
;;41.7;20.5;37.9;CHOCO;40 a 44 años;MUJER;94,95%;3,96%;98,89%;98,62%;90,81%;6,56%;0,55%;61,09%;4,32%;92,71%;3,59%;0,55%;42,90%;1,93%;92,07%;90,41%;58,21%;34,60%;36,52%;41,58%;0,55%;5,09%;98,81%;36,43%;64,85%;62,84%;94,40%;98,72%;3,68%;99,36%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;0,65%;0,00%;5,51%;4,88%;2,21%;1,59%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;98,41%;0,00%;0,00%;0,00%;100,00%;100,00%;100,00%;0,00%;98,12%;1,88%;98,12%;98,12%;1,88%;0,00%;1,88%;1,88%;0,00%;0,55%;0,55%;1,38%;0,64%;1,38%;37,48%;36,62%;34,04%;1,19%;1,12%;36,62%;36,62%;36,07%;38,58%
;;41.7;20.5;37.9;CHOCO;45 a 49 años;MUJER;93,23%;62,01%;94,10%;100,00%;1,37%;34,85%;62,23%;99,22%;29,72%;32,13%;3,78%;2,54%;98,19%;1,62%;7,28%;2,15%;62,68%;4,09%;8,38%;99,67%;60,86%;63,01%;33,81%;69,18%;8,82%;9,64%;30,38%;10,70%;32,92%;11,03%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;61,40%;0,00%;26,64%;0,78%;0,85%;8,63%;91,37%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;8,63%;0,00%;0,00%;0,00%;0,00%;0,00%;100,00%;100,00%;100,00%;0,00%;0,00%;0,00%;0,00%;0,00%;100,00%;0,43%;0,43%;0,43%;0,00%;26,64%;1,17%;26,53%;1,17%;26,64%;0,00%;1,93%;89,98%;2,72%;0,00%;11,58%;4,53%;29,45%;90,76%
;;41.7;20.5;37.9;CHOCO;50 a 54 años;MUJER;26,83%;25,88%;96,09%;96,56%;7,19%;80,05%;3,53%;33,60%;9,19%;77,20%;70,16%;18,15%;82,28%;69,74%;12,18%;22,66%;21,02%;17,73%;21,25%;36,44%;1,09%;27,95%;18,21%;25,45%;29,98%;19,34%;73,40%;73,66%;25,10%;79,37%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;16,79%;0,00%;23,03%;84,05%;54,48%;32,78%;34,32%;0,00%;0,00%;0,00%;30,65%;5,34%;0,00%;1,01%;0,00%;0,00%;1,01%;0,00%;0,00%;0,00%;0,00%;53,79%;96,81%;72,89%;71,86%;60,16%;68,24%;68,24%;71,86%;91,98%;33,58%;5,43%;5,18%;32,54%;30,73%;67,85%;61,55%;86,67%;25,04%;90,11%;13,42%;24,56%;1,79%;1,79%;5,71%;22,21%;14,51%;0,16%;24,56%
;;41.7;20.5;37.9;CHOCO;55 a 59 años;MUJER;99,50%;0,00%;99,30%;99,30%;11,60%;64,96%;1,05%;81,58%;1,78%;1,00%;35,66%;28,80%;53,73%;18,57%;12,61%;18,49%;2,00%;35,46%;35,61%;36,39%;0,35%;52,88%;47,35%;81,43%;81,86%;81,86%;52,58%;64,26%;0,58%;82,38%;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;6,60%;0,00%;1,37%;53,58%;19,39%;0,00%;100,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;100,00%;100,00%;100,00%;0,00%;0,00%;100,00%;100,00%;100,00%;0,00%;0,00%;0,00%;0,00%;0,00%;35,46%;0,00%;52,28%;0,00%;53,35%;0,70%;36,39%;18,82%;52,65%;51,73%;53,58%;53,58%;18,82%;53,58%
